comment,sentiment
sir dont touch me only if im in lot of trouble yesyes,neutral
fun fact everyone like this art style,positive
armeniaaaa,neutral
think it my billionaire bf is criminal but,negative
hey in msa french it doesn't stop like that adrien goes completely crazy keep on harassing sofia,negative
the male version of wednesday is adrien and the name adrien is adrien agreste,neutral
adrian looks more like naruto character rock lee,neutral
really beacuse derek is kined of creakgod,positive
there is actually deleted scene,neutral
as he turned his face say he was an emo,neutral
can stop thinking how derek looks so much better than adrian,positive
derek is more better looking than adrian 100 adrian is so spooky,positive
derek thoughh,neutral
hay segunda parte por si acaso,neutral
it is good,positive
girl probably been holding ur breath when adrian came back to school bc he is so crusty and has wet dog breath,neutral
click here for part 2 https youtu be lt9gzsraei4,neutral
amazing,positive
6 02 sally saw that they were the most gorgeous hazel eyes who ever wrote the script for this one is color blind bcs it clearly green,positive
the mom needs her onw story,neutral
and also love animals,positive
my eyes are hazel,positive
have nanny prettyer then you 4 19,positive
at the train can just see some characters that just watched before this video,neutral
11 00 bro just yeeted her,neutral
2 27 isn that the couple from the other video,neutral
why does the girl on the image of this video look like ariana grande,neutral
m your mom and your dad so you re trans everyone else,neutral
the mummy 7 51,neutral
want to put it up for adoption,neutral
really glad didn eat anything,positive
4 37 bella fight with cynthia like normal siblings sally m gonna call the police that against the law,negative
love it how she spit out her coffee,positive
the glitch from the mom voice,neutral
where the subtitles,neutral
though do not need any lesson for english improvement but just loved your video lots of love from ahmedabad,positive
nice video sir,positive
server issue and manjunath were the funniest parts,positive
bravo,positive
want partner who can talk with me please knock me if you interested,positive
true indian banks,positive
it not as funny as thought don like it was just watching because want to improve the language that learning that it his face is like and he act like,negative
https youtube com channel ucjysgdxjnadysdjioueu1fg,neutral
loved your comedy sir thankyou,positive
hi this side nainika m graphic designer if need designer for thumbnails poster editing etc text me,neutral
very good joke and fun so very happy to see your video thank you sir,positive
saveshwetabhgangwar,neutral
wow very english learning and very helpful me my improve english thank you am from india,positive
good option for learning english,positive
yeah there will always be kinda server issues that nobody can fix funny and too much relateble in reality an awesome comedian always have awesome rhythm in their comedy,positive
hello sir maam your video is very funny and interesting like your content very much am beginner of english language and found your content very useful and stress releasing so am requesting with you to upload more videos like this we will be very grateful for your coming content,positive
awesome yrrr you yrr tooo comedian guy,positive
it was really good to watch,positive
wow,positive
ginna is very starting point for you lough another person,neutral
he is right though in india if no one there traffic signals are just suggestion drove for 1 hour today and broke 4 signals,positive
along with being comedian amd impressionist he is an ambassador of people and our cultures,positive
love from india,positive
her voice becomes really like a woman 0 50,neutral
you would have visited up,neutral
king,positive
grand theft auto india,neutral
7 16 sorry dude that just bad drivers anyone and everyone who slows to view an accident is shit driver that is obstructing the flow of traffic,negative
fluffy they drink beer germans drink beer,neutral
thanks again for the laugh wonderful show,positive
how much does india pay you for this content love from india northeast nagaland,neutral
lol gabriel needs parasite he will loose some weight,neutral
fluffy speaking with an indian accent sounds exactly like king julian from madagascar,neutral
from 8 05 there is still lot of traffic in delhi and gurgaon,neutral
10 00 somebody pick him up,neutral
they drink shnapz,neutral
well we dont start two world wars to be forgotten at comedy show really love him greetings feom germany,positive
as german wanna say we like fanta,positive
nice try to copy trevor noah you fat fluffy man btw this is not the accent of we indians speaking english just because you have met group of people doesn means you have met all indian peoples trevor noah had south indian peoples as friend that is why he does that accent nice try of getting business targeting indian peoples,positive
omg funniest comedian ever,positive
is it me or does the computer change when the clips moves to him smashing it up,neutral
god blessed him 3 25,positive
7 50 don steel,neutral
rice is great when you re hungry and you want 2000 of something,positive
https youtu be unnxmxpghyi,neutral
whats weird about two girls kissing biggots,neutral
why the would anyone find the deer almost being killed then running around in panic funny ruined the video,negative
the snow picking bear made my day for sure,positive
that pickpocket girl was hotttt,positive
2 03 animal abuse,negative
https youtube com shorts kccihbxbhia feature share,neutral
the clip at 6 54 is staged and it been known to be staged for over decade how can this channel be so stupid,negative
the deer getting hit killed my boner,neutral
watch with volume down yo avoid the unnecessary commentary ffs we have eyes kunt,neutral
what so weird about two girls kissing,neutral
love how everyone timestamps everything except the reason you clicked tapped the video for in the first place,positive
that bear cub was so adorable and cute,positive
https www youtube com watch sjjnbrlw3dc 48s,neutral
6 20 that horse charged of them lmao,positive
respect,positive
unusual moments,neutral
oh hang on that my mum ringing,neutral
just imagine retiring as registered nurse using all your income salary to pay rent and tax without any good investment or means of extra cash tending to leave your profession job that has been part of you for many years with no good funds how will you cope,neutral
on voit là que le sport est dangereux,negative
for once an actual karma compilationand not some fake thank you,positive
klickgeil mit falschem thumbnail das schreit nach einem daumen runter,negative
fake bye,negative
terzo video putianina,neutral
да я знаю что вы ещё там сидите у вас просто нет варения любимой к чаю очень вкусно,positive
каждый гений с воем теле границ нет развития,positive
shit,negative
mano mulher de peruca é mais,neutral
hello beaches of greece hello from the beach friends it very cool,positive
3 08 wasn expecting my city to be in here,neutral
wrestling coach the best,positive
legalább magyar is van benne,positive
funny,positive
really big funny parts in there,positive
good videos,positive
mo salah,neutral
kobe bryant missing you legend,positive
michael jordan,neutral
srk khan sab,neutral
the fans who gave surprise to john cena,positive
johnny,neutral
iam spiderman who who hahahaha,neutral
johnny depp always the best his simply irreplaceable,positive
kobe,neutral
the kobi one really sad hope the girl is shooting hoops kobi are surely missed,neutral
can kick his butt so bad randy cinches it in out of nowhere oh crap,negative
kobe,neutral
not to sound racist or anything but black people have good taste when it comes to drip,positive
former prince harry cudderman figure it out cancer kids care health safety plan vote all about,positive
breath air,neutral
haha,positive
celebrities surprising their fans everybody legit screaming so much that they lost their own high pitched vocals me d be shocked too but maybe in another universe at least,positive
my celebrity crush is tom holland,positive
bro hate justin bieber idc if get hate on this one he is rude,negative
lmao 0 59 siperman got rejected,negative
hello guys please don forget subscribe me,neutral
3 17 3 43 que lagrimas de felicidad de el niño wow,positive
bro kids get the jersey but 90 his dad or mom gets it and try to like sell it,positive
neymar,neutral
lol massery salah acting like star,neutral
heroes,positive
what ve seen in football fan videos is that every footballer has fans and that comforting to the footballer and their fan,positive
pppopjuup,neutral
плачу,negative
ronaldo gives 1000000000 times his jersey,positive
song 3 30,neutral
fans in india,positive
hi,neutral
ผมต องแอบด คนเด ยวผมน ำตาใหลตลอด,positive
майку получили други плакал я tjk,neutral
there like here wash my shirt,neutral
hhhhhhhh hary maguire,neutral
bet that kid threw maguires top back at him,neutral
my fav bappe,positive
good content mate the best way to find that balance between saving and living is by investing this way you get to have your savings intact and then live comfortably off the revenue coming in from your investments financial freedom is possible you just need to know what to do and when to do it am living testimony ve made good and amazing profit through the help of broker anorld chris his trading services has been of great help to me,positive
in bmx,neutral
hold up wait minute this video is titled random acts of kindness that will restore your faith in humanity and theres cat making the bed at 2 55 guess thats cat is human now,positive
preserve that cat preserve that cat,neutral
2 04 that man thank you god,positive
never stop being good human that all we can do for free and it don cost us anything peace,positive
almost cried,neutral
cant stop smiling and cried,positive
too much kindness too wholesome respect all those humans and animals,positive
isnt that septic sprinkler,neutral
love how it includes cat that will restore my hope in humanity,positive
such people are rare these days but they are and it good,positive
не осточерствел ещё совсем род людской на земле,neutral
idk why but seeing those two small boiis taking care of their sister was so wholesome tt,positive
wanna see random act of baldness,positive
akwi swgwjn aoq akam skwka,neutral
this is wholesome to be honest love those kind of people wish the world become like them,positive
almost cried,negative
that guy reading hilliarious,positive
the guy who read fast like there is nothing more dodorododadaodod word lol,positive
8 33 is not polish tv ignorant,neutral
9mg rami malek d gladly offer you my hand,positive
01 43,neutral
why is it so funny ahahahha,positive
the kesha one was pretty funny but jerry seinfeld is known for being an ass,positive
0 36 me doing my homework,neutral
there is no broadcast from polish television here maybe they are czechs or slovaks,neutral
the lady attacked by insects is pity would run too,neutral
03 30 piers morgan the consummate jackass just recently lactating lachlan murdoch told him to garrot trump in his ny post column piers did as he was told and got cookie for reward,neutral
jeff bozo was total piece of to william shatner,neutral
05 48 that crazy eyed guy annoying with the inflatable banana and then the reporter grabs it and chases after him hilariously silly totally could have been monty python sketch,positive
rishi dhamala was the last thing thought d see in this compilation,neutral
there is reason dislike jennifer garner and this is the closest can come to elaborating on why,neutral
it not polish tv it czech tv with the homeles in bin falling fyi,neutral
8 33 thats not polish its either slovakian ukrainian or czech but not poland,neutral
know 1 42 is fake but still it gets me,neutral
mah that that bug assaulted her face m out too after that,negative
for years ve said can parrot back correct statements about electricity but don feel like actually understand it this is the clearest explanation that directly addresses my most fundamental questions about electricity that ve ever encountered bravo sir,positive
thanks,positive
love the intensity with which he explains every single idea it really leaves little to no room for confusion and his analogies are great m probably going to watch all of his videos on electricity who knew going back to the basics could teach me so much,positive
thank you for great knowledge and the simplicity,positive
noone has explained this topic as well as you wow,positive
am having some difficulties in physics and chemistry can you help me,neutral
thanks sir for the clearity you are the best have encounted thanking from lagos nigeria,positive
haha tara maa you call these priceless lecturers always minting bucks selling theatre tickets and lottery tickets metro bus tickets and you commenting on lecturers and lecturers is seriously pain chief medical superintendent railways mimo multiple inlet and multiple outlet chief engineer air traffic control subhash chandra bose account state bank of india,positive
is used for coulomb they knew was feeling lonely,negative
damn thank so much for this,positive
https youtu be gt9asfh0v9w,neutral
you re good man and really appreciate how clearly you explain things thank you so very much for this video,positive
phenomenally great teacher wish had more teachers like you when was child thank you for the video,positive
he is my teacher wish had professor like him choose electrical engineering because of him he inspired me sir thanks from india,positive
ty,positive
thank you maestro,positive
wire that is conductor offers resistance to the flow of electron as electron collides against postive nucleus then why do we need to add an external resistance which is represented by zig zag sir plz clear this doubt,neutral
have watched dozens of videos trying to understand the difference between voltage and amps and for the first time finally get it thank you,positive
ve spent decades acknowledging aloud electron current and hole current accepting that truth as it is tangibly irrefutable you are truly wonderful gift true measure of man and an example of excellence for all that seek to inform others you have given me closure to my circuit of ignorance teeheehee m looking forward to you filling the multitude of gaps in my understanding in the coming lessons you sir my gifted guru have given me the ability to utilize wisdom in action approach in lieu of parroting proclamations of fact previously accepted and taken for granted thank you sir in advance for taking the voodoo out of the magic smoke sincerely your giddy grasshopper,positive
can wait to learn enough to make good use of my multi meter,positive
oh man wanted to see the rest of her house love everything she did in her home,positive
wonderful so liveable and pretty total inspiration,positive
ve been waiting for this think you made some great design decisions and they really paid off beautiful home karin,positive
fabulous,positive
oh no another house the audacity,neutral
loooooove this house,positive
stunning,positive
paint colour,neutral
so beautiful wish someone like you would help me with my house,positive
love this home,positive
love this home tour it very relatable and great example of how you can re work home to work better for you it turned out beautiful,positive
my kind love it,positive
beautiful home,positive
stunning,positive
beautiful job,positive
love her projects it great to see her wonderful space,positive
love love love it my fave designer,positive
you don have to have large footprint in order to have good design amen lovely space that fees purposeful and functional nicely done,positive
beautiful and cosy it feels very functional too where were the kitchen handles from,positive
so cool,positive
looks very good,positive
cool house horrible decorations,negative
this is favorite love how bold the couple were in choosing the grey orange scheme the interior is so warm and perfect space for their little guys,positive
the architect opened the possibilities and the clients charged ahead thank you for being so brave and open to new ideas can imagine the neighbors will be copying your beautifully integrated spaces,positive
lovely couple,positive
she so beautiful,positive
when see beautiful old house know that he will spoil it by fitting it up with his idea of modern living please stop thiss,negative
the architect carl turner hope spelled that correctly the contractors structural engineers project manager everyone did an absolutely excellent job,positive
to me the transformation is shocking in negative way when it comes to the outside of the house 41 09,negative
it would be nice if the other homes on the street had similar facade with different colors,positive
so beautiful the delays were nasty but they are thing of the past now but the architect was brilliant the builders were amazing one can only dream having such nice competent and honest builders and the couple was very creative and contributed nicely to the overall aesthetics everyone involved should be very proud of themselves george did his magic as he always does,positive
just beautiful,positive
really like the metal fence with the wood slates very modern but still fits with basic designs,positive
doing demo should not be problem with any permits or planning would think anywhere,neutral
love the 3d model so you can see the actual sizes with furniture also the 3d computer layout helps too,positive
the outside finishes are not hard my aunt home from 1960 ranch two car garage home was recently sold the two car garage we came master bedroom with an entrance to utility room and 1 2 bath to full bath opened the living dining room and kitchen and one small bedroom leaving full bath and two other bedrooms the outside was changed to black trimmed updated windows and basic shingled or siding was changed to reflect modern farm house look the part did not like was the fact that the very old and beautiful hydrangea was taken out and my aunt crystal was sold chandelier before knew it was for sale,neutral
windows are absolutely horrid,neutral
too much talki9ng quit,negative
beautiful home beautiful family,positive
it amazing almost cried when seeing the modernization torn away to reveal the original spaces would love to see this in person,positive
the music,neutral
idk getting haunting wives,negative
im just gonna be honest the dramatic music pisses me off youre fixing house not saving the world,negative
wish can come and work for you for free for 3 months did renovations on houses as part time hobby and love doing gardens all need is place to sleep and food you are doing great job x,positive
imagine the council tax,neutral
thanks,positive
this building is probably haunted af,negative
so in other words if it was on by nuns then it was basically convent,neutral
holy shit amazing job preserving history,positive
absolutely stunning,positive
what waste of money,negative
used to lead retreats at an old monastery in ghent belgium there was smaller building on the grounds where the nuns lived it included chapel and upstairs where there were two bedrooms small closed off room with window looking down into the chapel like the one you uncovered was told that nuns who were sick could go there to hear mass when they were to weak or old to sing and that royalty might attend mass from that small room and window if they didn want to be seen,neutral
this magical,positive
doesn this music sound like bf1,neutral
that is some phenomenal hard efforts esp the way they were pulling off vines from the walls that got to take some incredible strength the cinematography is excellent the background sound track really does add value well done on such fantastic job wondering what the theme song is,positive
literally in awe,positive
you know see videos like this all over youtube and the conclusion is that free people that use their wealth without the govnt free people are better at the environment than the govnt,positive
love this though wish they had kept some of what nature had done such as the plants growing up the wall really like the look just trim it down where it covers windows etc but that just my taste,positive
beautiful lot of elbow grease of course but yes pure de light thank you for sharing,positive
what is kissing both,neutral
me right when the first one starts ed sheeran,neutral
peter that was amazing so he the amazing peter man,positive
american high school bullying kinda dumb asf tho,negative
especially victim bully,negative
dumbaxx making videos and dont even know the names of the mobies,negative
what was 7,neutral
how is 3 clock high not on this list,neutral
does anyone know the third please,neutral
teachers when bully teachers when defend,negative
noah from number six do be looking like light yagami tho,positive
number 5 is supernatural supernatural season 4 episode 13,neutral
the boy next door should be 1,positive
the other cobra kai fight was way better,positive
what the name of movie number 7,neutral
are any of these good,neutral
couldn find the english version of that fight from supernatural lol,neutral
that other cobra kai scene where hawk beats up kyler buddy is just as good,positive
1 is the massive school fight in cobra kai where miguel almost died and is it just me or do the fights just keep getting worse you would think they would get better c 10 is worst 1 is best when ranking something,negative
so this is the guy who filled a with black people salute to bernard wanna do the same thing for my fellow man but don even have guts to go to america if can just move to america can be billionaire,positive
very interesting respect,positive
how can see this movie,neutral
can you buy the world,neutral
nothing new the working class people of gb had to deal with upperclass discrimination for long longer than the issues you got in usa,negative
whats the name of the movie wana watch it,neutral
what this movie called,neutral
namasthe let me know the name of the movie,neutral
there only one thing that all humanity needs to get rid of in order to be one fear of the other,positive
what movie is this,neutral
name of the movie,neutral
what the name of this movie,neutral
what the name of the movie,neutral
the banker,neutral
show it like it really is all colors are racist not just white people,negative
just to be clear this is fictional story,neutral
bill burr how many more of these white people are evil movies are they going to make all of them bill all of them,neutral
so sad this story hoped it had happy ending,negative
oh my these actions literally made me cried,neutral
watched so many kind people video but humanity is still alive,positive
give happyness git double happyness from india,positive
4 38 ay this guy hes the true giga chad,positive
7 23 pm loved the court room scene the best,neutral
wonderful video,positive
this is just some of the ways we should be all the time the world would be better place,positive
the warning about crying was not lie whew,positive
actually met myself inside few clips when was traveling all around the world the motorbike helped both clips people on london tube helped me out of bag stuck people on brisbane roads rode car to bring me to the right place when m lost really appreciated it also pay it forward is what im trying to teach my sons every day fortunately they has now been sometimes kind to others strangers as the small girl eating with her father that the most precious thing that parents expected with their children,positive
happy for the women who was about to celebrate her birthday alone and suddenly strangers joined her we need people in our life,positive
happy to watch all the kind acts lesson lent,positive
love the judge and her old classmate,positive
são os videos mais emocionantes que já vi,positive
couldn just choose one they all were my favorite,positive
so happy that some people in the world are good bc in south africa people kill and light forest on fire and kidnap they are haters,positive
last,neutral
the train one had me like,neutral
made me sob,neutral
if could jim carrey,neutral
johnny depp is one of the greatest actors ve seen he gives so much to the community and surprising kids at hospitals is just heartwarming to see hopefully get to meet him one day,positive
in june of 2019 ihad stroke leaving me paralyzed on the left side of my body iwould love to meet emmitt smith at dallas cowboys game,positive
6 19 rip chadwick legends never die,positive
id like to meet bruce and patti and jessica springsteen,positive
wanna meet jensen ackles and collins and devan key,positive
this make me laugh lol,positive
အက င ဆ ဝမ သ စရ မ,neutral
why in the world did no one scream to will smith driving taxi yo home to bel air,neutral
why do people get so worked up over meeting these people,neutral
would like to meet the great el maestro hernan cattaneo and play short set alongside with him he is my music hero,positive
let see there was robin williams sean connery and lenord nimoy there is still bon jovi keanu reeves johnny depp jackie chan eddie murphy chris tucker chris rock wouldn mind meeting tom hiddleston tom cruise mark hamil john de lancie talk about wish list,neutral
my list is long but mist of all like too meet magnus carlsen and have day with hem scamming chessplayers in ny or somthing hahahaha that woood be fun,positive
if anything would love to have both my mom and grandma met denzel washington,positive
also would have loved to meet jdf jason david frank may he rest in the power d also like to meet austin st john jason from power rangers because for me power rangers was what helped me get through some shall we say dark moments nothing to dark it was good way to de stress and get away if you will plus the rangers taught me and alot of others how to be better people and that to me is what being ranger means being better than what you are pushing bey your limits,positive
also respect to johnny for going to cancer hospital as jack sparrow all the more reason we how do put it chose him over amber if you understand me correctly,positive
have few d like to meet just to say met them but if had to pick one d pick keanu reeves he so approachable first got to know him as an actor like most did through the matrix and bill and ted and for him to actually go through the gun training for his john wick films respect which reminds me his version of constantine is getting sequel ve seen how he is outside tbrough stuff like this video and gotta say he one d love to meet just to say met him maybe someday will as rare as that may be that would be the ultimate christmas or birthday gift if the opportunity presented itself,positive
always thought the marshmallow thing was fake,neutral
big time rush,neutral
bruh fetty wep 10 53,neutral
lol benzema really likes vini now,positive
always support zidane for his decision,positive
can use your videos for reaction,positive
rather hear the chat,neutral
ronaldo too short reply killed me inside am also short and ronaldo fan,positive
it not fucking league it farmer league,negative
they are primadonas,positive
im sure majority of the comments are made up ffs,negative
did mourihno shout,neutral
that reff definitely get bribed how the hell did neymar get yellow card for doing rainbow flick its not disrespect even if it is there no rules that tell the reff to give yellow card when someone do rainbow flick he is just playing normal,negative
everyone knows who is the animal,negative
why is mourinho angry only at the female paramedic and not at the male one at 4 05,negative
might be pussy but you have big fucking nose isn really great comeback to be honest,negative
like to explain something to pique but he should have learned the hard way if you re playing against real madrid asking for more injury time won help your team given how much les merengues score in the final minutes,neutral
ive never seen so many grown ass men complain pique bruno fetnandes kane loads of them its just joke realise couple of those players arent in the video but every game watch they complain about something running to the referee whinging its embarrassing,negative
1 17 what kinda well done,positive
benz miss you bro cr mis too,positive
https www youtube com watch awxllrykn3u 10s best free kick goals,positive
https www youtube com watch awxllrykn3u 10s best free kick goals,positive
hidden football chats literally drogba shouting down the camera,neutral
great information thank you for sharing ve been tech recruiter the past 3 years and still learned lot from your video,positive
https www youtube com channel ucqdqsc gmdhrluwb8jfbhcq in this channel we introduce software technology introductions technical overview in short capsules software development net core asp net core net maui web api js bootstrap html5 microsoft learning products cloud azure power apps ms teams ai bi iot big data vr google digital garage data career development digital marketing capsule wrefet development netcore aspnetcore learning googledigitalgarage microsoftlearn microsoft csharp maui cloud azure powerapps microsoft365 ai businessintelligence iot vr bigdata visualstudio digitalmarketing,neutral
means lott well explained,positive
so many dev have natural feel in the same way that are really talented auto mechanic kind of knows their way around specific engines almost instinctively developers really get to know their way around code almost instinctual developers do not become this instantly wish did these are for mid to senior developers when you re new to developing apps software system you need to do research and practice to become this we kinda have this instinctive skills due to our knowledge and experience gotta start from somewhere to become this applies to all professions perhaps,positive
is there still high demand for ruby developers,neutral
why always talk about math,neutral
nice video keep it up,positive
you missed some things are desktop development and data scientists and many more,negative
was planning to go to school for bs in cs but after this video as of march 1st my 4 year journey of software development begins,neutral
1 am currently learning html5 css3 and javascript for mobile app development would you recommend following those learning session up with java or doubling down on html5 css3 and javascript then moving on to java thanks your input in valued,positive
always remember to repent of your sins sin is transgression of yahuah the father in heaven law genesis exodus leviticus numbers deuteronomy and have belief on yahusha the messiah he died and rose three days later so that you can be forgiven of your sins he loves you come to him,positive
have query m 34 yrs old enthusiastic guy with pretty strong memory have started working as photographer in pune after 12th std commerce its been 11 12 yrs now im into photography and events wish to switch my career and pursue it into it sector what are the chances specially in software field ml ai will get job at the age of 37 38 im ready to enroll for bca mca mba it and all the necessary pg and advance courses please help,neutral
is from microsoft not,neutral
coding today versus before obsolete versus common high paid salary vs corrected market salary some of these thing come to mind when going back to the basic of my academic years in software development and been founder today,neutral
im going to software developer school and im shitting my pants bc dont know anything even tho studied all summer,neutral
is this career good for introverts,neutral
im very creative comfortable with technology and love workig independently but im not very competent with complex math so systems engineer definitely doesnt seem like its for me but im extremely interested in web app development is that field ok for ppl that arent super into math but everything else seems amazing,positive
thanks lot this vidoe helped me a lot,positive
what do you do for living,neutral
really good video im going to try go into web app development do you have to be mathematical you said you didn love development what do you do now,positive
update atom will be officially discontinued later this year visual studio code is another one we highly recommend what free software do you use thanks for watching,neutral
brave has thor private window so what is the difference between this thor browser with brave thor,neutral
patchmypc is very similar to ninite and does all updates silently also contains most of what you mentioned good video thx,positive
thanks,positive
stop overpaying for themes plugin tools software fffff,negative
this is so helpful thank you,positive
awesome thank you,positive
nice work,positive
tor browser id trap setup by the us government id avoid it at all costs,neutral
am already using several of those apps,neutral
are there any free text editing softwares out there,neutral
excelent video,positive
very kool,positive
awesome love your contents,positive
tor is too mainstream will now be using thor to be shoving noobmasters arms up their butt,negative
blender is absolutely unintuitive,positive
ve been using everything for years and it rocks,positive
excellent channel you keep so many of us informed and up to date on all this so efficiently,positive
tried with the inkscape and obs but both are not working,negative
you can listen to the freestyle remix of destination feat king vvibe right here https crashadams lnk to destinationfreestyle https youtube com kingvvibe is the rapper go subscribe,neutral
love the remix,positive
if you wanna skip the intro click here 2 02,neutral
the music is so good and with that rap it goes to another level,positive
top absolutely,positive
the song with the guy and baby https youtube com watch dqw4w9gxcq,neutral
crazy,positive
wow yall are so good wish was singing,positive
yoo hes insane,positive
you should get together with king vvibe again for give me kiss remix,positive
so glad this actually happened,positive
heard it on spotify it was bloody brilliant,positive
like this video,positive
wow this is fire,positive
how many pakistani there hit like,positive
oooooooo,neutral
omg thank you adam for making my dream come true ifhp for this remix,positive
damn thats hit,positive
damn he really got into it he just met you guys and blended in with the song perfectly you rocks guys,positive
so good im crying,positive
like how easy you can tell they prerecorded the sounds of the spoon before he did the edits if they really recorded the spoon at the exact time they said you hear charlie voice in the recording plus the tones of the spoon in the video and in the recording don align,positive
one sneeze next to this guy and he would make an entire song out of it,neutral
где бы полный минус этот найти,neutral
ok m not saying he not musical genius but there nothing particularly exceptional about using the cup sounds he could ve done that with any sound he recorded it the same as any sound prerecorded on an electric keyboard but he is an incredibly talented musician,positive
fake af it was really prepared and they show it like it is done on the spot the guy doesnt even play the things that sound looped later,negative
03 29,neutral
americans discovering kizomba lol,neutral
incredible,positive
he need to drop this and make it official,positive
need 10 hours version of this sh t,negative
at 4 01 is he saying thats an major when band plays the song,neutral
well guess it kind of scripted like agree charlie does made this music but not right there at show he was just acting like he made it right there,neutral
perfectly,positive
he is my crush after this first have crush on shawn mendes,positive
sdsadasdsad,neutral
when that kick drum comes into play it just perfect,positive
wish the video would ve continued because the roots were taking that beat and about to blow it up into something more,positive
the cup song,neutral
simply genius,positive
what if he goes onto walk in the woods,neutral
this is the first time that see the dvd logo hit the corner,neutral
0 05 black cut to stanley,neutral
the american version is so much better than the british version,positive
michael missed the greatest show and he was present,positive
the timing must ve been pretty precise making this scene,positive
bro off topic but was eating kitkat and got kitkat ad,neutral
it nice to see couple bond over the dvd screen saver,positive
this is so serious that stanley not doing his crossword puzzle,neutral
used to have dvd with that logo never caught sight of this logo hitting directly into the corner and now was just as mesmerized by it like the office,positive
what so amazing about the dvd logo hitting the corner yeahh it amazing but don think it that amazing,positive
have so done this,neutral
00 49,neutral
can see why the uk version is far better,positive
moral of the story always trust kevin malone,positive
kevin saying dude you gotta believe made this clip even more funny,positive
god used to do the same thing,positive
love how watching the dvd logo and hoping that it hits corner is universal experience,positive
we all did this at some point in our lives still have memories of watching the logo bounce and wanting to see the corner,positive
remember playing the same game back in school whenever we were watching video in class,positive
hello how are you hope you enjoy this video and hope your day gets better thank you for watching btw can you find thumbnail of this video,positive
got chicken in my pants it name is steve it keeps me up at night hate steve wonder how steve would taste if served with nice cheese and baked to fine crisp steve laughs hate steve,negative
awesome editing,positive
if there was only one channel allowed on youtube please let this one be it,positive
if you die this very moment would you go to heaven or hell if the catching away of the saints happens today are you saved where will you spend your eternity let see what god thinks about you as it is written in holy scriptures romans 3 23 kjv for all have sinned and come short of the glory of god romans 3 19 kjv that every mouth may be stopped and all the world may become guilty before god romans 3 10 kjv as it is written there is none righteous no not one because of what you are according to the holy scriptures you deserve punishment for your sins you deserve hell and you can save yourself alone as it is written in romans 6 23 kjv for the wages of sin is death but the gift of god is eternal life through jesus christ our lord revelation 20 14 kjv and death and hell were cast into the lake of fire this is the second death ephesians 2 8 9 kjv for by grace are ye saved through faith and that not of yourselves it is the gift of god not of works lest any man should boast repent unto salvation with sorrowed heart so jesus christ can accept you and save you are you genuinely sorry in your heart because you the sinner sinned against holy god 2 corinthians 7 10 kjv for godly sorrow worketh repentance to salvation not to be repented of but the sorrow of the world worketh death acts 2 37 kjv now when they heared this they were pricked in their heart and said unto peter and to the rest of the apostels men and brethren what shall we do psalm 51 17 kjv the sacrifices of god are broken spirit broken and contrite heart god thou wilt not despise put your faith in finished work of jesus christ on the cross hebrews 9 28 kjv so christ was once offered to bear the sins of many romans 5 9 kjv much more then being now justified by his blood we shall be saved from wrath through him john 3 17 kjv for god sent not his son into the world to condemn the world but that the world through him might be saved call upon the name of the god in the name of jesus christ with prayer romans 10 13 kjv for whosoever shall call upon the name of the lord shall be saved 1 timothy 2 5 kjv for there is one god and one mediator between god and men the man christ jesus 2 corinthians 6 2 kjv behold now is the accepted time behold now is the day of salvation god will make you new creature in christ jesus after salvation 2 corinthians 5 17 kjv therefore if any man be in christ he is new creature old things are passed away behold all things are become new john 17 17 kjv sanctify them through thy truth thy word is truth you can not lose your salvation 1 john 5 13 kjv these things have written unto you that believe on the name of the son of god that ye may know that ye have eternal life and that ye may believe on the name of the son of god for more information visit youtube channel king james video ministries,positive
lol,neutral
hi,neutral
yyyyy,neutral
ahm ok,neutral
all can say is e,neutral
幹夾娃娃機超屌,negative
hi buddy hope your day will be better as well,positive
3 40 don be victim wearing mask don wear cking masks,neutral
almost threw my phone on the first one,neutral
8 11 it comes from taiwan,neutral
they are filming and looking at the cat and cat goes towards the tv and they look at it and it jumps them still looking and it falls and breaks and they still just filming that vid must be wprth more than that tv xd,neutral
the best of the best thank you,positive
always entertaining as usual,positive
9 35 he literally wiping his shole and anal glands where you lay your head wonder if the guy ever got the message being sent haha,negative
2 00 how it shows that even now we have the weapons and tech to fight whatever we want and win we still run if an animal charges at us,neutral
chicken sandwich,neutral
wonder how cat will behave in the alien world,neutral
whatever happened to the creator of this channel,neutral
where are now no more videos,neutral
anyone watching in 1655,neutral
na piču,negative
bullying think ur so cool that girl you just called fat shes on diet that girl you just called ugly she spends hours putting on makeup hoping that people will like her that boy you just tripped he abused enough at home see that man who has the ugly scars he fought for his country that man you just called bald he has leukimea be kind to everyone no matter what share this with you friends re post it copy and paste it do whatever it takes to have the whole world read this message we can make the world better place treat others the way you wanna be treated other people may not the same as us but that ok thanks for reading coffeefrog,positive
kirby sounds,neutral
ඩ,neutral
unknown png,neutral
oh my god,neutral
swedish fish oreos,neutral
10 02,neutral
the best channel,positive
interesting,positive
never gonna give you up never gonna let you down never gonna run around and desert you,positive
6 27 wtf,neutral
fluffy poo,positive
chirpy amethyst,neutral
有趣的视频,positive
am the only one our are you guys seeing sus sites to go to,neutral
3 42 it was because of those ladys in the back,neutral
if caramels can scare military 2 05,neutral
ll meet you guys again when this vid gets recommended 7 years later,positive
je suis mort 1 30,neutral
that hit hard,neutral
