,comment,sentiment
1804,the male version of wednesday is adrien and the name adrien is adrien agreste,neutral
1805,adrian looks more like naruto character rock lee,neutral
1806,really beacuse derek is kined of creakgod,positive
1807,there is actually deleted scene,neutral
1808,as he turned his face say he was an emo,neutral
1809,can stop thinking how derek looks so much better than adrian,positive
1810,derek is more better looking than adrian 100 adrian is so spooky,positive
1811,derek thoughh,neutral
1812,hay segunda parte por si acaso,neutral
1813,it is good,positive
1814,girl probably been holding ur breath when adrian came back to school bc he is so crusty and has wet dog breath,neutral
1815,click here for part 2 https youtu be lt9gzsraei4,neutral
1816,amazing,positive
1817,6 02 sally saw that they were the most gorgeous hazel eyes who ever wrote the script for this one is color blind bcs it clearly green,positive
1818,the mom needs her onw story,neutral
1819,and also love animals,positive
1820,my eyes are hazel,positive
1821,have nanny prettyer then you 4 19,positive
1822,at the train can just see some characters that just watched before this video,neutral
1823,11 00 bro just yeeted her,neutral
1824,2 27 isn that the couple from the other video,neutral
1825,why does the girl on the image of this video look like ariana grande,neutral
1826,m your mom and your dad so you re trans everyone else,neutral
1827,the mummy 7 51,neutral
1828,want to put it up for adoption,neutral
1829,really glad didn eat anything,positive
1830,4 37 bella fight with cynthia like normal siblings sally m gonna call the police that against the law,negative
1831,love it how she spit out her coffee,positive
1832,the glitch from the mom voice,neutral
1833,where the subtitles,neutral
1834,though do not need any lesson for english improvement but just loved your video lots of love from ahmedabad,positive
1835,nice video sir,positive
1836,server issue and manjunath were the funniest parts,positive
1837,bravo,positive
1838,want partner who can talk with me please knock me if you interested,positive
1839,true indian banks,positive
1840,it not as funny as thought don like it was just watching because want to improve the language that learning that it his face is like and he act like,negative
1841,https youtube com channel ucjysgdxjnadysdjioueu1fg,neutral
1842,loved your comedy sir thankyou,positive
1843,hi this side nainika m graphic designer if need designer for thumbnails poster editing etc text me,neutral
1844,very good joke and fun so very happy to see your video thank you sir,positive
1845,saveshwetabhgangwar,neutral
1846,wow very english learning and very helpful me my improve english thank you am from india,positive
1847,good option for learning english,positive
1848,yeah there will always be kinda server issues that nobody can fix funny and too much relateble in reality an awesome comedian always have awesome rhythm in their comedy,positive
1849,hello sir maam your video is very funny and interesting like your content very much am beginner of english language and found your content very useful and stress releasing so am requesting with you to upload more videos like this we will be very grateful for your coming content,positive
1850,awesome yrrr you yrr tooo comedian guy,positive
1851,it was really good to watch,positive
1852,wow,positive
1853,ginna is very starting point for you lough another person,neutral
1854,he is right though in india if no one there traffic signals are just suggestion drove for 1 hour today and broke 4 signals,positive
1855,along with being comedian amd impressionist he is an ambassador of people and our cultures,positive
1856,love from india,positive
1857,her voice becomes really like a woman 0 50,neutral
1858,you would have visited up,neutral
1859,king,positive
1860,grand theft auto india,neutral
1861,7 16 sorry dude that just bad drivers anyone and everyone who slows to view an accident is shit driver that is obstructing the flow of traffic,negative
1862,fluffy they drink beer germans drink beer,neutral
1863,thanks again for the laugh wonderful show,positive
1864,how much does india pay you for this content love from india northeast nagaland,neutral
1865,lol gabriel needs parasite he will loose some weight,neutral
1866,fluffy speaking with an indian accent sounds exactly like king julian from madagascar,neutral
1867,from 8 05 there is still lot of traffic in delhi and gurgaon,neutral
1868,10 00 somebody pick him up,neutral
1869,they drink shnapz,neutral
1870,well we dont start two world wars to be forgotten at comedy show really love him greetings feom germany,positive
1871,as german wanna say we like fanta,positive
1872,nice try to copy trevor noah you fat fluffy man btw this is not the accent of we indians speaking english just because you have met group of people doesn means you have met all indian peoples trevor noah had south indian peoples as friend that is why he does that accent nice try of getting business targeting indian peoples,positive
1873,omg funniest comedian ever,positive
1874,is it me or does the computer change when the clips moves to him smashing it up,neutral
1875,god blessed him 3 25,positive
1876,7 50 don steel,neutral
1877,rice is great when you re hungry and you want 2000 of something,positive
1878,https youtu be unnxmxpghyi,neutral
1879,whats weird about two girls kissing biggots,neutral
1880,why the would anyone find the deer almost being killed then running around in panic funny ruined the video,negative
1881,the snow picking bear made my day for sure,positive
1882,that pickpocket girl was hotttt,positive
1883,2 03 animal abuse,negative
1884,https youtube com shorts kccihbxbhia feature share,neutral
1885,the clip at 6 54 is staged and it been known to be staged for over decade how can this channel be so stupid,negative
1886,the deer getting hit killed my boner,neutral
1887,watch with volume down yo avoid the unnecessary commentary ffs we have eyes kunt,neutral
1888,what so weird about two girls kissing,neutral
1889,love how everyone timestamps everything except the reason you clicked tapped the video for in the first place,positive
1890,that bear cub was so adorable and cute,positive
1891,https www youtube com watch sjjnbrlw3dc 48s,neutral
1892,6 20 that horse charged of them lmao,positive
1893,respect,positive
1894,unusual moments,neutral
1895,oh hang on that my mum ringing,neutral
1896,just imagine retiring as registered nurse using all your income salary to pay rent and tax without any good investment or means of extra cash tending to leave your profession job that has been part of you for many years with no good funds how will you cope,neutral
1897,on voit là que le sport est dangereux,negative
1898,for once an actual karma compilationand not some fake thank you,positive
1899,klickgeil mit falschem thumbnail das schreit nach einem daumen runter,negative
1900,fake bye,negative
1901,terzo video putianina,neutral
1902,да я знаю что вы ещё там сидите у вас просто нет варения любимой к чаю очень вкусно,positive
1903,каждый гений с воем теле границ нет развития,positive
1904,shit,negative
1905,mano mulher de peruca é mais,neutral
1906,hello beaches of greece hello from the beach friends it very cool,positive
1907,3 08 wasn expecting my city to be in here,neutral
1908,wrestling coach the best,positive
1909,legalább magyar is van benne,positive
1910,funny,positive
1911,really big funny parts in there,positive
1912,good videos,positive
1913,mo salah,neutral
1914,kobe bryant missing you legend,positive
1915,michael jordan,neutral
1916,srk khan sab,neutral
1917,the fans who gave surprise to john cena,positive
1918,johnny,neutral
1919,iam spiderman who who hahahaha,neutral
1920,johnny depp always the best his simply irreplaceable,positive
1921,kobe,neutral
1922,the kobi one really sad hope the girl is shooting hoops kobi are surely missed,neutral
1923,can kick his butt so bad randy cinches it in out of nowhere oh crap,negative
1924,kobe,neutral
1925,not to sound racist or anything but black people have good taste when it comes to drip,positive
1926,former prince harry cudderman figure it out cancer kids care health safety plan vote all about,positive
1927,breath air,neutral
1928,haha,positive
1929,celebrities surprising their fans everybody legit screaming so much that they lost their own high pitched vocals me d be shocked too but maybe in another universe at least,positive
1930,my celebrity crush is tom holland,positive
1931,bro hate justin bieber idc if get hate on this one he is rude,negative
1932,lmao 0 59 siperman got rejected,negative
1933,hello guys please don forget subscribe me,neutral
1934,3 17 3 43 que lagrimas de felicidad de el niño wow,positive
1935,bro kids get the jersey but 90 his dad or mom gets it and try to like sell it,positive
1936,neymar,neutral
1937,lol massery salah acting like star,neutral
1938,heroes,positive
1939,what ve seen in football fan videos is that every footballer has fans and that comforting to the footballer and their fan,positive
1940,pppopjuup,neutral
1941,плачу,negative
1942,ronaldo gives 1000000000 times his jersey,positive
1943,song 3 30,neutral
1944,fans in india,positive
1945,hi,neutral
1946,ผมต องแอบด คนเด ยวผมน ำตาใหลตลอด,positive
1947,майку получили други плакал я tjk,neutral
1948,there like here wash my shirt,neutral
1949,hhhhhhhh hary maguire,neutral
1950,bet that kid threw maguires top back at him,neutral
1951,my fav bappe,positive
1952,good content mate the best way to find that balance between saving and living is by investing this way you get to have your savings intact and then live comfortably off the revenue coming in from your investments financial freedom is possible you just need to know what to do and when to do it am living testimony ve made good and amazing profit through the help of broker anorld chris his trading services has been of great help to me,positive
1953,in bmx,neutral
1954,hold up wait minute this video is titled random acts of kindness that will restore your faith in humanity and theres cat making the bed at 2 55 guess thats cat is human now,positive
1955,preserve that cat preserve that cat,neutral
1956,2 04 that man thank you god,positive
1957,never stop being good human that all we can do for free and it don cost us anything peace,positive
1958,almost cried,neutral
1959,cant stop smiling and cried,positive
1960,too much kindness too wholesome respect all those humans and animals,positive
1961,isnt that septic sprinkler,neutral
1962,love how it includes cat that will restore my hope in humanity,positive
1963,such people are rare these days but they are and it good,positive
1964,не осточерствел ещё совсем род людской на земле,neutral
1965,idk why but seeing those two small boiis taking care of their sister was so wholesome tt,positive
1966,wanna see random act of baldness,positive
1967,akwi swgwjn aoq akam skwka,neutral
1968,this is wholesome to be honest love those kind of people wish the world become like them,positive
1969,almost cried,negative
1970,that guy reading hilliarious,positive
1971,the guy who read fast like there is nothing more dodorododadaodod word lol,positive
1972,8 33 is not polish tv ignorant,neutral
1973,9mg rami malek d gladly offer you my hand,positive
1974,01 43,neutral
1975,why is it so funny ahahahha,positive
1976,the kesha one was pretty funny but jerry seinfeld is known for being an ass,positive
1977,0 36 me doing my homework,neutral
1978,there is no broadcast from polish television here maybe they are czechs or slovaks,neutral
1979,the lady attacked by insects is pity would run too,neutral
1980,03 30 piers morgan the consummate jackass just recently lactating lachlan murdoch told him to garrot trump in his ny post column piers did as he was told and got cookie for reward,neutral
1981,jeff bozo was total piece of to william shatner,neutral
1982,05 48 that crazy eyed guy annoying with the inflatable banana and then the reporter grabs it and chases after him hilariously silly totally could have been monty python sketch,positive
1983,rishi dhamala was the last thing thought d see in this compilation,neutral
1984,there is reason dislike jennifer garner and this is the closest can come to elaborating on why,neutral
1985,it not polish tv it czech tv with the homeles in bin falling fyi,neutral
1986,8 33 thats not polish its either slovakian ukrainian or czech but not poland,neutral
1987,know 1 42 is fake but still it gets me,neutral
1988,mah that that bug assaulted her face m out too after that,negative
1989,for years ve said can parrot back correct statements about electricity but don feel like actually understand it this is the clearest explanation that directly addresses my most fundamental questions about electricity that ve ever encountered bravo sir,positive
1990,thanks,positive
1991,love the intensity with which he explains every single idea it really leaves little to no room for confusion and his analogies are great m probably going to watch all of his videos on electricity who knew going back to the basics could teach me so much,positive
1992,thank you for great knowledge and the simplicity,positive
1993,noone has explained this topic as well as you wow,positive
1994,am having some difficulties in physics and chemistry can you help me,neutral
1995,thanks sir for the clearity you are the best have encounted thanking from lagos nigeria,positive
1996,haha tara maa you call these priceless lecturers always minting bucks selling theatre tickets and lottery tickets metro bus tickets and you commenting on lecturers and lecturers is seriously pain chief medical superintendent railways mimo multiple inlet and multiple outlet chief engineer air traffic control subhash chandra bose account state bank of india,positive
1997,is used for coulomb they knew was feeling lonely,negative
1998,damn thank so much for this,positive
1999,https youtu be gt9asfh0v9w,neutral
2000,you re good man and really appreciate how clearly you explain things thank you so very much for this video,positive
2001,phenomenally great teacher wish had more teachers like you when was child thank you for the video,positive
2002,he is my teacher wish had professor like him choose electrical engineering because of him he inspired me sir thanks from india,positive
2003,ty,positive
2004,thank you maestro,positive
2005,wire that is conductor offers resistance to the flow of electron as electron collides against postive nucleus then why do we need to add an external resistance which is represented by zig zag sir plz clear this doubt,neutral
2006,have watched dozens of videos trying to understand the difference between voltage and amps and for the first time finally get it thank you,positive
2007,ve spent decades acknowledging aloud electron current and hole current accepting that truth as it is tangibly irrefutable you are truly wonderful gift true measure of man and an example of excellence for all that seek to inform others you have given me closure to my circuit of ignorance teeheehee m looking forward to you filling the multitude of gaps in my understanding in the coming lessons you sir my gifted guru have given me the ability to utilize wisdom in action approach in lieu of parroting proclamations of fact previously accepted and taken for granted thank you sir in advance for taking the voodoo out of the magic smoke sincerely your giddy grasshopper,positive
2008,can wait to learn enough to make good use of my multi meter,positive
2009,oh man wanted to see the rest of her house love everything she did in her home,positive
2010,wonderful so liveable and pretty total inspiration,positive
2011,ve been waiting for this think you made some great design decisions and they really paid off beautiful home karin,positive
2012,fabulous,positive
2013,oh no another house the audacity,neutral
2014,loooooove this house,positive
2015,stunning,positive
2016,paint colour,neutral
2017,so beautiful wish someone like you would help me with my house,positive
2018,love this home,positive
2019,love this home tour it very relatable and great example of how you can re work home to work better for you it turned out beautiful,positive
2020,my kind love it,positive
2021,beautiful home,positive
2022,stunning,positive
2023,beautiful job,positive
2024,love her projects it great to see her wonderful space,positive
2025,love love love it my fave designer,positive
2026,you don have to have large footprint in order to have good design amen lovely space that fees purposeful and functional nicely done,positive
2027,beautiful and cosy it feels very functional too where were the kitchen handles from,positive
2028,so cool,positive
2029,looks very good,positive
2030,cool house horrible decorations,negative
2031,this is favorite love how bold the couple were in choosing the grey orange scheme the interior is so warm and perfect space for their little guys,positive
2032,the architect opened the possibilities and the clients charged ahead thank you for being so brave and open to new ideas can imagine the neighbors will be copying your beautifully integrated spaces,positive
2033,lovely couple,positive
2034,she so beautiful,positive
2035,when see beautiful old house know that he will spoil it by fitting it up with his idea of modern living please stop thiss,negative
2036,the architect carl turner hope spelled that correctly the contractors structural engineers project manager everyone did an absolutely excellent job,positive
2037,to me the transformation is shocking in negative way when it comes to the outside of the house 41 09,negative
2038,it would be nice if the other homes on the street had similar facade with different colors,positive
2039,so beautiful the delays were nasty but they are thing of the past now but the architect was brilliant the builders were amazing one can only dream having such nice competent and honest builders and the couple was very creative and contributed nicely to the overall aesthetics everyone involved should be very proud of themselves george did his magic as he always does,positive
2040,just beautiful,positive
2041,really like the metal fence with the wood slates very modern but still fits with basic designs,positive
2042,doing demo should not be problem with any permits or planning would think anywhere,neutral
2043,love the 3d model so you can see the actual sizes with furniture also the 3d computer layout helps too,positive
2044,the outside finishes are not hard my aunt home from 1960 ranch two car garage home was recently sold the two car garage we came master bedroom with an entrance to utility room and 1 2 bath to full bath opened the living dining room and kitchen and one small bedroom leaving full bath and two other bedrooms the outside was changed to black trimmed updated windows and basic shingled or siding was changed to reflect modern farm house look the part did not like was the fact that the very old and beautiful hydrangea was taken out and my aunt crystal was sold chandelier before knew it was for sale,neutral
2045,windows are absolutely horrid,neutral
2046,too much talki9ng quit,negative
2047,beautiful home beautiful family,positive
2048,it amazing almost cried when seeing the modernization torn away to reveal the original spaces would love to see this in person,positive
2049,the music,neutral
2050,idk getting haunting wives,negative
2051,im just gonna be honest the dramatic music pisses me off youre fixing house not saving the world,negative
2052,wish can come and work for you for free for 3 months did renovations on houses as part time hobby and love doing gardens all need is place to sleep and food you are doing great job x,positive
2053,imagine the council tax,neutral
2054,thanks,positive
2055,this building is probably haunted af,negative
2056,so in other words if it was on by nuns then it was basically convent,neutral
2057,holy shit amazing job preserving history,positive
2058,absolutely stunning,positive
2059,what waste of money,negative
2060,used to lead retreats at an old monastery in ghent belgium there was smaller building on the grounds where the nuns lived it included chapel and upstairs where there were two bedrooms small closed off room with window looking down into the chapel like the one you uncovered was told that nuns who were sick could go there to hear mass when they were to weak or old to sing and that royalty might attend mass from that small room and window if they didn want to be seen,neutral
2061,this magical,positive
2062,doesn this music sound like bf1,neutral
2063,that is some phenomenal hard efforts esp the way they were pulling off vines from the walls that got to take some incredible strength the cinematography is excellent the background sound track really does add value well done on such fantastic job wondering what the theme song is,positive
2064,literally in awe,positive
2065,you know see videos like this all over youtube and the conclusion is that free people that use their wealth without the govnt free people are better at the environment than the govnt,positive
2066,love this though wish they had kept some of what nature had done such as the plants growing up the wall really like the look just trim it down where it covers windows etc but that just my taste,positive
2067,beautiful lot of elbow grease of course but yes pure de light thank you for sharing,positive
2068,what is kissing both,neutral
2069,me right when the first one starts ed sheeran,neutral
2070,peter that was amazing so he the amazing peter man,positive
2071,american high school bullying kinda dumb asf tho,negative
2072,especially victim bully,negative
2073,dumbaxx making videos and dont even know the names of the mobies,negative
2074,what was 7,neutral
2075,how is 3 clock high not on this list,neutral
2076,does anyone know the third please,neutral
2077,teachers when bully teachers when defend,negative
2078,noah from number six do be looking like light yagami tho,positive
2079,number 5 is supernatural supernatural season 4 episode 13,neutral
2080,the boy next door should be 1,positive
2081,the other cobra kai fight was way better,positive
2082,what the name of movie number 7,neutral
2083,are any of these good,neutral
2084,couldn find the english version of that fight from supernatural lol,neutral
2085,that other cobra kai scene where hawk beats up kyler buddy is just as good,positive
2086,1 is the massive school fight in cobra kai where miguel almost died and is it just me or do the fights just keep getting worse you would think they would get better c 10 is worst 1 is best when ranking something,negative
2087,so this is the guy who filled a with black people salute to bernard wanna do the same thing for my fellow man but don even have guts to go to america if can just move to america can be billionaire,positive
2088,very interesting respect,positive
2089,how can see this movie,neutral
2090,can you buy the world,neutral
2091,nothing new the working class people of gb had to deal with upperclass discrimination for long longer than the issues you got in usa,negative
2092,whats the name of the movie wana watch it,neutral
2093,what this movie called,neutral
2094,namasthe let me know the name of the movie,neutral
2095,there only one thing that all humanity needs to get rid of in order to be one fear of the other,positive
2096,what movie is this,neutral
2097,name of the movie,neutral
2098,what the name of this movie,neutral
2099,what the name of the movie,neutral
2100,the banker,neutral
2101,show it like it really is all colors are racist not just white people,negative
2102,just to be clear this is fictional story,neutral
2103,bill burr how many more of these white people are evil movies are they going to make all of them bill all of them,neutral
2104,so sad this story hoped it had happy ending,negative
2105,oh my these actions literally made me cried,neutral
2106,watched so many kind people video but humanity is still alive,positive
2107,give happyness git double happyness from india,positive
2108,4 38 ay this guy hes the true giga chad,positive
2109,7 23 pm loved the court room scene the best,neutral
2110,wonderful video,positive
2111,this is just some of the ways we should be all the time the world would be better place,positive
2112,the warning about crying was not lie whew,positive
2113,actually met myself inside few clips when was traveling all around the world the motorbike helped both clips people on london tube helped me out of bag stuck people on brisbane roads rode car to bring me to the right place when m lost really appreciated it also pay it forward is what im trying to teach my sons every day fortunately they has now been sometimes kind to others strangers as the small girl eating with her father that the most precious thing that parents expected with their children,positive
2114,happy for the women who was about to celebrate her birthday alone and suddenly strangers joined her we need people in our life,positive
2115,happy to watch all the kind acts lesson lent,positive
2116,love the judge and her old classmate,positive
2117,são os videos mais emocionantes que já vi,positive
2118,couldn just choose one they all were my favorite,positive
2119,so happy that some people in the world are good bc in south africa people kill and light forest on fire and kidnap they are haters,positive
2120,last,neutral
2121,the train one had me like,neutral
2122,made me sob,neutral
2123,if could jim carrey,neutral
2124,johnny depp is one of the greatest actors ve seen he gives so much to the community and surprising kids at hospitals is just heartwarming to see hopefully get to meet him one day,positive
2125,in june of 2019 ihad stroke leaving me paralyzed on the left side of my body iwould love to meet emmitt smith at dallas cowboys game,positive
2126,6 19 rip chadwick legends never die,positive
2127,id like to meet bruce and patti and jessica springsteen,positive
2128,wanna meet jensen ackles and collins and devan key,positive
2129,this make me laugh lol,positive
2130,အက င ဆ ဝမ သ စရ မ,neutral
2131,why in the world did no one scream to will smith driving taxi yo home to bel air,neutral
2132,why do people get so worked up over meeting these people,neutral
2133,would like to meet the great el maestro hernan cattaneo and play short set alongside with him he is my music hero,positive
2134,let see there was robin williams sean connery and lenord nimoy there is still bon jovi keanu reeves johnny depp jackie chan eddie murphy chris tucker chris rock wouldn mind meeting tom hiddleston tom cruise mark hamil john de lancie talk about wish list,neutral
2135,my list is long but mist of all like too meet magnus carlsen and have day with hem scamming chessplayers in ny or somthing hahahaha that woood be fun,positive
2136,if anything would love to have both my mom and grandma met denzel washington,positive
2137,also would have loved to meet jdf jason david frank may he rest in the power d also like to meet austin st john jason from power rangers because for me power rangers was what helped me get through some shall we say dark moments nothing to dark it was good way to de stress and get away if you will plus the rangers taught me and alot of others how to be better people and that to me is what being ranger means being better than what you are pushing bey your limits,positive
2138,also respect to johnny for going to cancer hospital as jack sparrow all the more reason we how do put it chose him over amber if you understand me correctly,positive
2139,have few d like to meet just to say met them but if had to pick one d pick keanu reeves he so approachable first got to know him as an actor like most did through the matrix and bill and ted and for him to actually go through the gun training for his john wick films respect which reminds me his version of constantine is getting sequel ve seen how he is outside tbrough stuff like this video and gotta say he one d love to meet just to say met him maybe someday will as rare as that may be that would be the ultimate christmas or birthday gift if the opportunity presented itself,positive
2140,always thought the marshmallow thing was fake,neutral
2141,big time rush,neutral
2142,bruh fetty wep 10 53,neutral
2143,lol benzema really likes vini now,positive
2144,always support zidane for his decision,positive
2145,can use your videos for reaction,positive
2146,rather hear the chat,neutral
2147,ronaldo too short reply killed me inside am also short and ronaldo fan,positive
2148,it not fucking league it farmer league,negative
2149,they are primadonas,positive
2150,im sure majority of the comments are made up ffs,negative
2151,did mourihno shout,neutral
2152,that reff definitely get bribed how the hell did neymar get yellow card for doing rainbow flick its not disrespect even if it is there no rules that tell the reff to give yellow card when someone do rainbow flick he is just playing normal,negative
2153,everyone knows who is the animal,negative
2154,why is mourinho angry only at the female paramedic and not at the male one at 4 05,negative
2155,might be pussy but you have big fucking nose isn really great comeback to be honest,negative
2156,like to explain something to pique but he should have learned the hard way if you re playing against real madrid asking for more injury time won help your team given how much les merengues score in the final minutes,neutral
2157,ive never seen so many grown ass men complain pique bruno fetnandes kane loads of them its just joke realise couple of those players arent in the video but every game watch they complain about something running to the referee whinging its embarrassing,negative
2158,1 17 what kinda well done,positive
2159,benz miss you bro cr mis too,positive
2160,https www youtube com watch awxllrykn3u 10s best free kick goals,positive
2161,https www youtube com watch awxllrykn3u 10s best free kick goals,positive
2162,hidden football chats literally drogba shouting down the camera,neutral
2163,great information thank you for sharing ve been tech recruiter the past 3 years and still learned lot from your video,positive
2164,https www youtube com channel ucqdqsc gmdhrluwb8jfbhcq in this channel we introduce software technology introductions technical overview in short capsules software development net core asp net core net maui web api js bootstrap html5 microsoft learning products cloud azure power apps ms teams ai bi iot big data vr google digital garage data career development digital marketing capsule wrefet development netcore aspnetcore learning googledigitalgarage microsoftlearn microsoft csharp maui cloud azure powerapps microsoft365 ai businessintelligence iot vr bigdata visualstudio digitalmarketing,neutral
2165,means lott well explained,positive
2166,so many dev have natural feel in the same way that are really talented auto mechanic kind of knows their way around specific engines almost instinctively developers really get to know their way around code almost instinctual developers do not become this instantly wish did these are for mid to senior developers when you re new to developing apps software system you need to do research and practice to become this we kinda have this instinctive skills due to our knowledge and experience gotta start from somewhere to become this applies to all professions perhaps,positive
2167,is there still high demand for ruby developers,neutral
2168,why always talk about math,neutral
2169,nice video keep it up,positive
2170,you missed some things are desktop development and data scientists and many more,negative
2171,was planning to go to school for bs in cs but after this video as of march 1st my 4 year journey of software development begins,neutral
2172,1 am currently learning html5 css3 and javascript for mobile app development would you recommend following those learning session up with java or doubling down on html5 css3 and javascript then moving on to java thanks your input in valued,positive
2173,always remember to repent of your sins sin is transgression of yahuah the father in heaven law genesis exodus leviticus numbers deuteronomy and have belief on yahusha the messiah he died and rose three days later so that you can be forgiven of your sins he loves you come to him,positive
2174,have query m 34 yrs old enthusiastic guy with pretty strong memory have started working as photographer in pune after 12th std commerce its been 11 12 yrs now im into photography and events wish to switch my career and pursue it into it sector what are the chances specially in software field ml ai will get job at the age of 37 38 im ready to enroll for bca mca mba it and all the necessary pg and advance courses please help,neutral
2175,is from microsoft not,neutral
2176,coding today versus before obsolete versus common high paid salary vs corrected market salary some of these thing come to mind when going back to the basic of my academic years in software development and been founder today,neutral
2177,im going to software developer school and im shitting my pants bc dont know anything even tho studied all summer,neutral
2178,is this career good for introverts,neutral
2179,im very creative comfortable with technology and love workig independently but im not very competent with complex math so systems engineer definitely doesnt seem like its for me but im extremely interested in web app development is that field ok for ppl that arent super into math but everything else seems amazing,positive
2180,thanks lot this vidoe helped me a lot,positive
2181,what do you do for living,neutral
2182,really good video im going to try go into web app development do you have to be mathematical you said you didn love development what do you do now,positive
2183,update atom will be officially discontinued later this year visual studio code is another one we highly recommend what free software do you use thanks for watching,neutral
2184,brave has thor private window so what is the difference between this thor browser with brave thor,neutral
2185,patchmypc is very similar to ninite and does all updates silently also contains most of what you mentioned good video thx,positive
2186,thanks,positive
2187,stop overpaying for themes plugin tools software fffff,negative
2188,this is so helpful thank you,positive
2189,awesome thank you,positive
2190,nice work,positive
2191,tor browser id trap setup by the us government id avoid it at all costs,neutral
2192,am already using several of those apps,neutral
2193,are there any free text editing softwares out there,neutral
2194,excelent video,positive
2195,very kool,positive
2196,awesome love your contents,positive
2197,tor is too mainstream will now be using thor to be shoving noobmasters arms up their butt,negative
2198,blender is absolutely unintuitive,positive
2199,ve been using everything for years and it rocks,positive
2200,excellent channel you keep so many of us informed and up to date on all this so efficiently,positive
2201,tried with the inkscape and obs but both are not working,negative
2202,you can listen to the freestyle remix of destination feat king vvibe right here https crashadams lnk to destinationfreestyle https youtube com kingvvibe is the rapper go subscribe,neutral
2203,love the remix,positive
2204,if you wanna skip the intro click here 2 02,neutral
2205,the music is so good and with that rap it goes to another level,positive
2206,top absolutely,positive
2207,the song with the guy and baby https youtube com watch dqw4w9gxcq,neutral
2208,crazy,positive
2209,wow yall are so good wish was singing,positive
2210,yoo hes insane,positive
2211,you should get together with king vvibe again for give me kiss remix,positive
2212,so glad this actually happened,positive
2213,heard it on spotify it was bloody brilliant,positive
2214,like this video,positive
2215,wow this is fire,positive
2216,how many pakistani there hit like,positive
2217,oooooooo,neutral
2218,omg thank you adam for making my dream come true ifhp for this remix,positive
2219,damn thats hit,positive
2220,damn he really got into it he just met you guys and blended in with the song perfectly you rocks guys,positive
2221,so good im crying,positive
2222,like how easy you can tell they prerecorded the sounds of the spoon before he did the edits if they really recorded the spoon at the exact time they said you hear charlie voice in the recording plus the tones of the spoon in the video and in the recording don align,positive
2223,one sneeze next to this guy and he would make an entire song out of it,neutral
2224,где бы полный минус этот найти,neutral
2225,ok m not saying he not musical genius but there nothing particularly exceptional about using the cup sounds he could ve done that with any sound he recorded it the same as any sound prerecorded on an electric keyboard but he is an incredibly talented musician,positive
2226,fake af it was really prepared and they show it like it is done on the spot the guy doesnt even play the things that sound looped later,negative
2227,03 29,neutral
2228,americans discovering kizomba lol,neutral
2229,incredible,positive
2230,he need to drop this and make it official,positive
2231,need 10 hours version of this sh t,negative
2232,at 4 01 is he saying thats an major when band plays the song,neutral
2233,well guess it kind of scripted like agree charlie does made this music but not right there at show he was just acting like he made it right there,neutral
2234,perfectly,positive
2235,he is my crush after this first have crush on shawn mendes,positive
2236,sdsadasdsad,neutral
2237,when that kick drum comes into play it just perfect,positive
2238,wish the video would ve continued because the roots were taking that beat and about to blow it up into something more,positive
2239,the cup song,neutral
2240,simply genius,positive
2241,what if he goes onto walk in the woods,neutral
2242,this is the first time that see the dvd logo hit the corner,neutral
2243,0 05 black cut to stanley,neutral
2244,the american version is so much better than the british version,positive
2245,michael missed the greatest show and he was present,positive
2246,the timing must ve been pretty precise making this scene,positive
2247,bro off topic but was eating kitkat and got kitkat ad,neutral
2248,it nice to see couple bond over the dvd screen saver,positive
2249,this is so serious that stanley not doing his crossword puzzle,neutral
2250,used to have dvd with that logo never caught sight of this logo hitting directly into the corner and now was just as mesmerized by it like the office,positive
2251,what so amazing about the dvd logo hitting the corner yeahh it amazing but don think it that amazing,positive
2252,have so done this,neutral
2253,00 49,neutral
2254,can see why the uk version is far better,positive
2255,moral of the story always trust kevin malone,positive
2256,kevin saying dude you gotta believe made this clip even more funny,positive
2257,god used to do the same thing,positive
2258,love how watching the dvd logo and hoping that it hits corner is universal experience,positive
2259,we all did this at some point in our lives still have memories of watching the logo bounce and wanting to see the corner,positive
2260,remember playing the same game back in school whenever we were watching video in class,positive
2261,hello how are you hope you enjoy this video and hope your day gets better thank you for watching btw can you find thumbnail of this video,positive
2262,got chicken in my pants it name is steve it keeps me up at night hate steve wonder how steve would taste if served with nice cheese and baked to fine crisp steve laughs hate steve,negative
2263,awesome editing,positive
2264,if there was only one channel allowed on youtube please let this one be it,positive
